STAT_CODE,STAT_NAME,CYCLE,FULL_PATH
633Y004,선불전자지급수단,Q,지급결제 > 전자금융통계/금융정보화통계 > 전자금융통계 > 전자지급서비스 > 선불전자지급수단
633Y005,전자고지결제,Q,지급결제 > 전자금융통계/금융정보화통계 > 전자금융통계 > 전자지급서비스 > 전자고지결제
633Y006,직불전자지급수단,Q,지급결제 > 전자금융통계/금융정보화통계 > 전자금융통계 > 전자지급서비스 > 직불전자지급수단
621Y001,전산직원 현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 전산직원 현황
621Y002,전산사무기기 현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 전산사무기기 현황
621Y003,전산예산현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 전산예산현황
621Y004,전자금융서비스현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 전자금융서비스현황
621Y005,CD/ATM 현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > CD/ATM 현황
621Y006,직불카드 발급 및 이용현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 직불카드 발급 및 이용현황
621Y007,체크카드 발급 및 이용현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 체크카드 발급 및 이용현황
621Y008,금융공동망현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 금융공동망현황
621Y009,금융공동망의 외부정보망과의 접속현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 은행 > 금융공동망의 외부정보망과의 접속현황
621Y010,전산직원 현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 전산직원 현황
621Y011,전산사무기기현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 전산사무기기현황
621Y012,전산예산현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 전산예산현황
621Y013,전자금융서비스현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 전자금융서비스현황
621Y014,자체 CD/ATM,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 자체 CD/ATM
621Y015,증권정보망,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 증권 > 증권정보망
621Y016,전산직원현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 보험 > 전산직원현황
621Y017,전산사무기기현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 보험 > 전산사무기기현황
621Y018,전산예산현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 보험 > 전산예산현황
621Y019,전자금융서비스현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 보험 > 전자금융서비스현황
621Y020,공동이용시스템이용실적,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 보험 > 공동이용시스템이용실적
621Y021,전산직원현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 기타 > 전산직원현황
621Y022,전산사무기기현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 기타 > 전산사무기기현황
621Y023,전산예산현황,A,지급결제 > 전자금융통계/금융정보화통계 > 금융정보화 통계 > 기타 > 전산예산현황
901Y085,산업별 사업체수/종사자수,A,산업/가계/기타 > 경제일반/경기 > 산업별 사업체수/종사자수
901Y067,경기종합지수,M,산업/가계/기타 > 경제일반/경기 > 경기종합지수
901Y066,설비투자지수,M,산업/가계/기타 > 경제일반/경기 > 설비투자지수
901Y033,전산업생산지수(농림어업제외),M,산업/가계/기타 > 경제일반/경기 > 전산업생산지수(농림어업제외)
901Y068,농어가 인구/가구수,A,산업/가계/기타 > 농림어업 > 농어가 인구/가구수
901Y016,농림생산지수,A,산업/가계/기타 > 농림어업 > 농림생산지수
901Y069,경지면적,A,산업/가계/기타 > 농림어업 > 경지면적
901Y017,어업생산량,M,산업/가계/기타 > 농림어업 > 어업생산량
901Y070,농어가 자산 및 부채,A,산업/가계/기타 > 농림어업 > 농어가 자산 및 부채
901Y032,산업별 생산/출하/재고 지수,M,산업/가계/기타 > 광업/제조업 > 산업별 생산/출하/재고 지수
901Y034,재별 제조업생산지수,M,산업/가계/기타 > 광업/제조업 > 재별 제조업생산지수
901Y036,설비용 기계류 생산지수,M,산업/가계/기타 > 광업/제조업 > 설비용 기계류 생산지수
901Y039,품목별 광공업 생산·출하·재고·내수·수출량,M,산업/가계/기타 > 광업/제조업 > 품목별 광공업 생산·출하·재고·내수·수출량
901Y026,제조업 재고율,M,산업/가계/기타 > 광업/제조업 > 제조업 재고율
901Y035,제조업 생산능력 및 가동률 지수,M,산업/가계/기타 > 광업/제조업 > 제조업 생산능력 및 가동률 지수
901Y025,제조업 평균가동률,M,산업/가계/기타 > 광업/제조업 > 제조업 평균가동률
901Y018,기계수주액,M,산업/가계/기타 > 광업/제조업 > 기계수주액
901Y020,국내건설수주액,M,산업/가계/기타 > 건설/에너지 > 국내건설수주액
901Y104,건설기성액,M,산업/가계/기타 > 건설/에너지 > 건설기성액
901Y103,건축착공현황,M,산업/가계/기타 > 건설/에너지 > 건축착공현황
901Y037,건축허가현황,M,산업/가계/기타 > 건설/에너지 > 건축허가현황
901Y074,미분양주택현황,M,산업/가계/기타 > 건설/에너지 > 미분양주택현황
901Y105,주택건설인허가실적,M,산업/가계/기타 > 건설/에너지 > 주택건설인허가실적
901Y106,주택보유수/주택보급률,A,산업/가계/기타 > 건설/에너지 > 주택보유수/주택보급률
901Y071,발전전력량,A,산업/가계/기타 > 건설/에너지 > 발전전력량
901Y019,부문별전력사용량,M,산업/가계/기타 > 건설/에너지 > 부문별전력사용량
901Y072,일차에너지 공급,M,산업/가계/기타 > 건설/에너지 > 일차에너지 공급
901Y073,석유제품수급,M,산업/가계/기타 > 건설/에너지 > 석유제품수급
901Y038,산업별 서비스업생산지수,M,산업/가계/기타 > 서비스업 > 산업별 서비스업생산지수
901Y100,재별 및 상품군별 판매액지수,M,산업/가계/기타 > 서비스업 > 재별 및 상품군별 판매액지수
901Y098,소매업태별 판매액지수,M,산업/가계/기타 > 서비스업 > 소매업태별 판매액지수
901Y101,도소매업 재고액지수,Q,산업/가계/기타 > 서비스업 > 도소매업 재고액지수
901Y108,여객수송실적,A,산업/가계/기타 > 서비스업 > 여객수송실적
901Y099,자동차등록대수,M,산업/가계/기타 > 서비스업 > 자동차등록대수
901Y075,정보통신서비스 이용실적,A,산업/가계/기타 > 서비스업 > 정보통신서비스 이용실적
901Y028,추계인구/고령인구비율/합계출산율,A,산업/가계/기타 > 인구/노동 > 추계인구/고령인구비율/합계출산율
901Y027,경제활동인구,M,산업/가계/기타 > 인구/노동 > 경제활동인구
901Y086,직종별평균임금,A,산업/가계/기타 > 인구/노동 > 직종별평균임금
901Y052,산업/규모별 임금 및 근로시간,M,산업/가계/기타 > 인구/노동 > 산업/규모별 임금 및 근로시간
901Y107,노동생산성지수,Q,산업/가계/기타 > 인구/노동 > 노동생산성지수
901Y088,단위노동비용지수,Q,산업/가계/기타 > 인구/노동 > 단위노동비용지수
901Y102,시간당 명목임금지수,Q,산업/가계/기타 > 인구/노동 > 시간당 명목임금지수
901Y083,고용보험 가입자수,M,산업/가계/기타 > 인구/노동 > 고용보험 가입자수
901Y084,실업급여수급실적,M,산업/가계/기타 > 인구/노동 > 실업급여수급실적
903Y201,"시도별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 시도별 자산, 부채, 소득 현황(2017~)"
903Y202,"주택종류별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 주택종류별 자산, 부채, 소득 현황(2017~)"
903Y203,"입주형태별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 입주형태별 자산, 부채, 소득 현황(2017~)"
903Y204,"가구원수별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 가구원수별 자산, 부채, 소득 현황(2017~)"
903Y205,가구주연령계층별(10세) 자산 부채 소득 현황(2022~),A,산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 가구주연령계층별(10세) 자산 부채 소득 현황(2022~)
903Y206,"가구주연령계층별(10세) 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 가구주연령계층별(10세) 자산, 부채, 소득 현황(2017~)"
903Y209,"가구주 종사상지위별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 가구주 종사상지위별 자산, 부채, 소득 현황(2017~)"
903Y210,"소득5분위별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 소득5분위별 자산, 부채, 소득 현황(2017~)"
903Y211,"자산5분위별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 자산5분위별 자산, 부채, 소득 현황(2017~)"
903Y212,"순자산5분위별 자산, 부채, 소득 현황(2017~)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2017~) > 순자산5분위별 자산, 부채, 소득 현황(2017~)"
903Y001,"시도별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 시도별 자산, 부채, 소득 현황(2012~2017)"
903Y002,"주택종류별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 주택종류별 자산, 부채, 소득 현황(2012~2017)"
903Y003,"입주형태별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 입주형태별 자산, 부채, 소득 현황(2012~2017)"
903Y004,"가구원수별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 가구원수별 자산, 부채, 소득 현황(2012~2017)"
903Y006,"가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)"
903Y009,"가구주 종사상지위별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 가구주 종사상지위별 자산, 부채, 소득 현황(2012~2017)"
903Y010,"소득5분위별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 소득5분위별 자산, 부채, 소득 현황(2012~2017)"
903Y011,"자산5분위별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 자산5분위별 자산, 부채, 소득 현황(2012~2017)"
903Y012,"순자산5분위별 자산, 부채, 소득 현황(2012~2017)",A,"산업/가계/기타 > 가계 > 가계금융복지조사(2012~2017) > 순자산5분위별 자산, 부채, 소득 현황(2012~2017)"
901Y112,소득분배지표(2011~),A,산업/가계/기타 > 가계 > 소득분배지표(2011~)
901Y117,"가구당 월평균 가계수지(전국, 2인이상)(2019년~)",Q,"산업/가계/기타 > 가계 > 가구당 월평균 가계수지(전국, 2인이상) > 가구당 월평균 가계수지(전국, 2인이상)(2019년~)"
901Y040,"가구당 월평균 가계수지(전국, 2인이상)(구분류, 2019~2024년)",Q,"산업/가계/기타 > 가계 > 가구당 월평균 가계수지(전국, 2인이상) > 가구당 월평균 가계수지(전국, 2인이상)(구분류, 2019~2024년)"
901Y116,"가구당 월평균 가계수지(전국, 1인이상)(2019년~)",Q,"산업/가계/기타 > 가계 > 가구당 월평균 가계수지(전국, 1인이상) > 가구당 월평균 가계수지(전국, 1인이상)(2019년~)"
901Y050,"가구당 월평균 가계수지(전국, 1인이상)(구분류, 2019~2024년)",Q,"산업/가계/기타 > 가계 > 가구당 월평균 가계수지(전국, 1인이상) > 가구당 월평균 가계수지(전국, 1인이상)(구분류, 2019~2024년)"
901Y024,농가가계수지,A,산업/가계/기타 > 가계 > 농가가계수지
902Y004,국제 주요국 본원통화,M,해외/북한 > 주요국제통계 > 통화·금융 > 국제 주요국 본원통화
902Y005,국제 주요국 광의통화,M,해외/북한 > 주요국제통계 > 통화·금융 > 국제 주요국 광의통화
902Y006,국제 주요국 중앙은행 정책금리,M,해외/북한 > 주요국제통계 > 통화·금융 > 국제 주요국 중앙은행 정책금리
902Y007,국제 주요국 생산자물가지수,M,해외/북한 > 주요국제통계 > 물가 > 국제 주요국 생산자물가지수
902Y008,국제 주요국 소비자물가지수,M,해외/북한 > 주요국제통계 > 물가 > 국제 주요국 소비자물가지수
902Y009,국제 주요국 경상수지,Q,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 경상수지
902Y010,국제 주요국 상품수지,Q,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 상품수지
902Y011,국제 주요국 서비스수지,Q,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 서비스수지
902Y012,국제 주요국 수출(통관기준),M,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 수출(통관기준)
902Y013,국제 주요국 수입(통관기준),M,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 수입(통관기준)
902Y014,국제 주요국 외환보유액,M,해외/북한 > 주요국제통계 > 국제수지/외환 > 국제 주요국 외환보유액
902Y015,국제 주요국 경제성장률,Q,해외/북한 > 주요국제통계 > 국민소득 > 국제 주요국 경제성장률
902Y016,국제 주요국 국내총생산(GDP),A,해외/북한 > 주요국제통계 > 국민소득 > 국제 주요국 국내총생산(GDP)
902Y019,국제 주요국 국내총생산(PPP적용),A,해외/북한 > 주요국제통계 > 국민소득 > 국제 주요국 국내총생산(PPP적용)
902Y017,국제 주요국 국민총소득(GNI),A,해외/북한 > 주요국제통계 > 국민소득 > 국제 주요국 국민총소득(GNI)
902Y018,국제 주요국 1인당 GDP,A,해외/북한 > 주요국제통계 > 국민소득 > 국제 주요국 1인당 GDP
902Y020,국제 주요국 산업생산지수(계절변동조정),M,해외/북한 > 주요국제통계 > 산업/고용 > 국제 주요국 산업생산지수(계절변동조정)
902Y021,국제 주요국 실업률(계절변동조정),M,해외/북한 > 주요국제통계 > 산업/고용 > 국제 주요국 실업률(계절변동조정)
902Y022,국제 주요국 취업자수(계절변동조정),A,해외/북한 > 주요국제통계 > 산업/고용 > 국제 주요국 취업자수(계절변동조정)
902Y023,주요국제금리,M,해외/북한 > 주요국제통계 > 주요시장지표 > 주요국제금리
902Y002,국제 주요국 주가지수,M,해외/북한 > 주요국제통계 > 주요시장지표 > 국제 주요국 주가지수
902Y003,국제상품가격,M,해외/북한 > 주요국제통계 > 주요시장지표 > 국제상품가격
251Y003,총량,A,해외/북한 > 북한 관련 통계 > 남북한 주요지표 비교 > 총량
251Y002,한국/북한 배율,A,해외/북한 > 북한 관련 통계 > 남북한 주요지표 비교 > 한국/북한 배율
251Y001,북한의 경제활동별 국내총생산,A,해외/북한 > 북한 관련 통계 > 북한의 경제활동별 국내총생산
252Y001,시장물가지수,Q,해외/북한 > 북한 관련 통계 > 북한의 시장물가와 환율 > 시장물가지수
252Y002,시장환율,Q,해외/북한 > 북한 관련 통계 > 북한의 시장물가와 환율 > 시장환율
